"Id","Sentiment","Text"
3102,"neutral","pengawasan dan pemeriksaan di terminal bandaraultan thaha jambi "
3103,"neutral","ustaz tu pun confuse "
3104,"neutral","saya nak bertanya yang pernah menjadi pengundi anugerah prestij ini apakah kreteria khusus fifa memilih "
3105,"neutral","apa yg banyak sgt belanja kenapa expenses lg banyak dr revenue kalau percentage revenue naik only 6 "
3106,"neutral","setiap orang butuh 'satu hari tidak mau diganggu oleh apa pun' dalam hidupnya minimal satu hari dalam satu bulanediakanl "
3107,"neutral","gk lama aku nyampek ke stasiun dan itu sekitar 25 menit lg kereta kami dtg tmnku yg naek g car gak bekabar mu "
3108,"neutral","yuk mulai vote untuk bts di amas kalian bisa vote 100 kali melalui twitter dan melalui website "
3109,"neutral","kyai kultural nu ini bukan pilihan ujuk ujuk tetapi melalui renungan dalam lahir batin jawa timur kalau ingin maju "
3110,"neutral","lo gemukan ya apa kurusan anda menanyakan itu "
3111,"neutral","hallo selamat siangiang ini nitta udah avail utuk open vcs berhijab nya yah untuk yg mau ikutan gabung bisa sil "
3112,"neutral","ceritanya ini semalam belanja di indomaret dan minta fotoin si aa gara2 pake piama hasil jepretan si suwandiadi35 "
3113,"neutral","jadilah pelanggan terawal di klinik kami dan dapatkan sampel ubat kumur dan ubat gigi percuma selagi stok masih ada j "
3114,"neutral","mochi dan cilok huhu ohh nga pantesan nontonnya suka di ubertos juga wk"
3115,"neutral","hari inielasa 29 9 diadakan kegiatan bimbingan teknis pengawasan koperasi yang dibuka oleh kepala dinas perdag "
3116,"neutral","kepada para sahabat viking dan jak mania kejadian pengeroyokan tak ada kaitan dengan fanatisme klub tak ada sweeping kejadian "
3117,"neutral","siang kenapa kok sy gakbisa stop langganan xtra kuota dan gak bisa langganan kuota juga thx"
3118,"neutral","jumlah pemilih milenialangatlah besarekitar 70 80 juta jiwa dari total 193 juta pemilih jadi wajar kalau demi meraih du "
3119,"neutral","pengawasan dan pemeriksaan di tpfi dm ikan hias laut 50 ekor 1 koli pengirim mukhtar tangerang penerima merry jambi "
3120,"neutral","mohon penjelasan dari "
3121,"neutral","rdp komite i dpd ri dengan dirjen otonomi daerah kementerian koord bidang politik hukum dan keamanan ri dan dep "
3122,"neutral","pergi yang mendadak itu lebih enak daripada yang direncanain ah ngga juga justru yang mendadak itu bikin buru2 siap2 kan "
3123,"neutral","aruna dan tujuh kurcacinya"
3124,"neutral","ini merupakan mesej kesihatan sempena dgn hari jantungedunia pihak kami di kkm yang meminta yb untuk ban "
3125,"neutral","netizen yg budiman jam 12 00 kita juga akan jualan tiket di stadion pssday"
3126,"neutral","tipikal jasmev itu platform dan cetakannya gak bakal berubah data dropbox kalian gurih juga "
3127,"neutral","mantappppupport ini sudah sy gaungkan sejak saya masi belajar di manchester karena face expresssion pasti mengg "
3128,"neutral","maaf nimbrung airbnb apa yama total nya smua jdi brpa "
3129,"neutral","temen temen ada yang punya rekomendasi psikiater psikolog nda mohon reply dibawah ya buat bantu temen2 lain yg d "
3130,"neutral","4 drawstring bag beg kali ni berwarna oren pulak bersama printing logo nocturnal run 5 bib bernombor bib ber "
3131,"neutral","september 25 2018 at 11 44am nubie hanya berbagi vid pornemua dari web porn premium dan nubi share di sini khu "
3132,"neutral","secara umum ada 3 keterampilan yang dimiliki anak yakni kognitif psikomotor dan psikososialmart mom berikut m "
3133,"neutral","gambar huawei mate 20 tertiris peranti ini akan menggunakan cip kirin 980 dengan rekaan 7nm seperti cip apple a12 bionic 3 "
3134,"neutral","thales dan pt len asal indonesia teken mou peningkatan kerja sama dalam pengembangan sistem sinyal yang mutakhir un "
3135,"neutral","psikopat sepenuhnya bisa menangkap dan menyadari realita bedes2 psikopat ini tidak gila psikosa mereka ini paham mana yg "
3136,"neutral","terkait hoax fitnah melalui media sosial dan internet yg disebar terkait bang saya hendak menagih janji kapolri "
3137,"neutral","rigging pemberian struktur tulang pada objek 3 dimensi pada blender dan 3ds max "
3138,"neutral","dapil jabar 11 kabupatenubang kabupatenumedang dan kabupaten majalengka calegbantengbersatu h "
3139,"neutral","mata kering setelah tindakan lasik biasanya bersifat temporer dan bisa diminimalisir dengan pemakaian obat tetes "
3140,"neutral","biasa aja tiap minggu messi juga bisa gol kaya gitu kaga masuk nominasi puskas"
3141,"neutral","wartawan kok tahu tempenya sekarang diasap mang kok nggak digoreng lagi tukang gorengan yaaaah sekarang yg menggore "
3142,"neutral","untuk mencapai paru paru asap rokok hanya butuh waktu sekitar 3 detik dan langsung memacu jantung bekerja lebih keras "
3143,"neutral","sukseskanpemilu2019 keduanya sama sama partai besar mana menurut anda yang lebih berpihak kepada rakyat dan menyuarakan "
3144,"neutral","ada 189 pemimpin negara yang akan berkumpul di bali dalam acara pertemuan imf dan wb total ada 19 800 peserta kehadi "
3145,"neutral","hati hati kalau hendak membuang seseorang rindu kadang datang terlambat menyerang saat semuanya telah pergi dan hilang "
3146,"neutral","ya bearti nomor urut caleh juga harus ditambah 00 dong kalau "
3147,"neutral","sy adalah penikmat hujan dan secangkir kopi dalam senja menemani dengan rindu yang tak kunjung datang sebagai sembilu unt "
3148,"neutral","beliau lebih memilih tetap bekerja ketimbang kampanye meski masa kampanye sudah dimulai itulahosok yg mendahulukan ras "
3149,"neutral","dzuhur dulu baru makan siangupaya ga ada godaan kenyang dan malas dariyaitan "
3150,"neutral","kenapa dibenarkan kahwin awal kerana anak anak sekarang sudah amat matang dan terdedah kepada soal seks lebih awal jus "
3151,"neutral","kalo saya sendernya hyung bakal jawab apa "
3152,"neutral","pengawasan dan pemeriksaan di terminal bandaraultan thaha jambi pengawasan pesawat terakhir lion air jt 606 "
3153,"neutral","3 sekawan tgh tunggu lif ting pintu lif terbukak ada sorg matsaleh tinggi bdn besar kt dlm kesempitan manusia dlm lif t "
3154,"neutral","fans fanatik sepakbola musik pop dan pembela agama memiliki sebuah persamaan linear cerna sendiri aja kitaharusceria"
3155,"neutral","ingin kudekor ruangan dgn segenap ide yg ada liat harga furniture langsung kuelus dada "
3156,"neutral","memasuki musim penghujan intip deretan peruntungan dan peringatan untuk zodiakmu "
3157,"neutral","aruna dan bila esok datang kembali"
3158,"neutral","netralkan livebalance pristine8 pristinexbpn ke kece an pristine 8 ini juga dapat mengembalikan ph tubuh menj "
3159,"neutral","fun fact lovebychanceseries loyalitas adlh salah satu karakteristik utama can dan salah satu sifat paling menyebalkan "
3160,"neutral","mau lu yg kek gimana emang kan huji atau kuji emang sudah begitu kodratnya yg ada cahaya ilahi dan jamnya"
3161,"neutral","ibarat lagi kumur kumur sehabis gosok gigi dan nggak sengaja airnya ketelen"
3162,"neutral","kenapa coba liat beginian "
3163,"neutral","ga dalam rangka merayakan hari jadinya saya dan bpk yg ke 13 maka dari itu saya mau giveaway 1 kao "
3164,"neutral","apa sekalian mau thread cara bikin ppt sidang skripsi modal shape amp animation doang tapi to the point wkwkwkwkwwk "
3165,"neutral","apa urusan anda bertanya seperti itu "
3166,"neutral","keluarga saat lebaran kamu sekarang gemukan ya "
3167,"neutral","kebelet pup dan batre 16 "
3168,"neutral","fantasi jilbabers tutup mata dan rasakan lah "
3169,"neutral","film pertama yang dibuat dan ditayangkan di bioskop indonesia adalah film lutung kasarung pada 31 desember 1926 di kota "
3170,"neutral","dan sekarang lagi sering bales balesan surat sama beberapa orang dari malaysia turki dan taiwan terus tadi barus "
3171,"neutral","tanda bahwa kita sudah move on diukur dg apa dapat ganti yg baru "
3172,"neutral","jika ada rekomendasi cafe toko dan tempat lucu di seoul boleh dong reply di bawah ini thank you "
3173,"neutral","keluarga ahok sebaiknya tenang saja nanti jika ada pertemuan akan kelihatan kok mana ahoker asli dan a "
3174,"neutral","ini wawancara pertama saya dengan ketum pssi edy rahmayadi pertama kali dan tidak pernah lagi "
3175,"neutral","karena waktu dan sering bersama"
3176,"neutral","karena besar dan berkembang di keluarga ibuk jdi penekanan omongan tu kayaknya hampir sama semua iya terlalu menekan dan rada ngegas gt "
3177,"neutral","itu video pengeroyokan dejek ama bobotoh yg ada kalimat tahlil nya siapa edit karena yg asli ga ada kalimat tahlilnya "
3178,"neutral","dan soalan bila nak kawin kau tu juga bangangama je ibarat org tanya bila kau nak mati "
3179,"neutral","kamibersamahrsahabat kalianlah yg mampu berpihak dg akunmu ikuti himbauan ustadzabdulsomad apa yg bisa kalian lakukan "
3180,"neutral","bisa bayangkan nanti ketika munkar nakir bertanya ke beliau man robbuka wa maa diinuka wa maa imaamuka wa man nabiy "
3181,"neutral","struggle hidup ni tak berpaksi pada apa kau percaya atau tidak ianya realiti pahit untuk ditelan kalau tak dapat mem "
3182,"neutral","maksudnya dia pakai line "
3183,"neutral","assalamualaikumaya dngan rndah diri mmohon bntuan pengguna twitter agar dapat mmbantu org tua saya baru je mula bernia "
3184,"neutral","pengawasan dan pemeriksaan di pelabuhan llasdp dk ikan segar 300kg tujuan tanjung batu mggunakan speedboatb yusrifa "
3185,"neutral","sepak bola itu untuk menghibur suporter dan masyrkat luas bukan membinasakan stu sama lain yg notabene sesma anak bagsa "
3186,"neutral","bayangin kalian itu mark dan taeyong itu pacar kalian disaat lagi movie marathon bareng taeyong nyuruh duduk deketan ter "
3187,"neutral","bismillahirrohmanirohim ya allah ya pangeran ya ingsun mahasuci tuhan yang tidak tidur dan tidak lupa di hadapan ke "
3188,"neutral","gue pindah kubuekarang gue kubu 2019gantipresiden bye berudu dan unta unta "
3189,"neutral","lagi apa "
3190,"neutral","suka tidak suka rokok juga sudah lama menjadi sumber pengeluaran untuk kesehatan di asean indonesia masuk 3 besar juml "
3191,"neutral","ganti oli dan aki doang ye "
3192,"neutral","peama dan terakhir aku jejak keini wahai orang malaysia indonesia mahuponerata dunia janganuppo bisness "
3193,"neutral","apa guna mendedah kebenaran jika takut membongkar kesalahan bak kata anwar ibrahim jika gentar dengan risiko jangan "
3194,"neutral","kamu kapan wisudanya me "
3195,"neutral","yuk polling guys partai dan sama partai besar kan ya menurut warganet partai manakah yang ak "
3196,"neutral","jangan risau jika anda tak di terima sebagai anggota paskal kerana badan tak sado kami lanun di laut menanti kehadira "
3197,"neutral","piring "
3198,"neutral","brp ca pa alter followan yuk sama aku yang ga jaim dan suka jb jb bunga matahari "
3199,"neutral","aku akan pecahkan kata suara dan perkataan hingga tak ada penghalang saat aku berbicara padamu "
3200,"neutral","pengawasan dan pemeriksaan di cargo bandaraultan thaha jambi "
3201,"neutral","pada zamanaidina umar hukuman hudud tidak dijalankan akibat kesedaran kerajaan bahawa masalah sosial dan peningkatan jen "
3202,"neutral","2aat ramai kasus rohingya tengku zukarnain memposting foto anak bayi yg diinjak dan membuat framing bahwa itu terjadi ad "
3203,"neutral","pas tragedi alm ricko banyak fenomena viking jeung dejek diberbagai daerah mendeklarasikan perdamaian dan seketika menjadi "
3204,"neutral","banyak orang lebih senang terduduk dalam gelap dan menutup mata atas realitas hanya sedikit yang mau mendekati cahaya da "
3205,"neutral","dua doa yang tidak pernah ditolak doa ketika waktu adzan dan doa ketika waktu hujan hr hakim"
3206,"neutral","sesetengah lelaki akan slowly berubah bila dia dah penat hadap perangai gf dia girls cuma tahu nak tuduh ja dan pentingkan "
3207,"neutral","tuips kampanye dah dimulai ya yuks viralkan lg janji2 kampanye pak de 2014 anggarannya ada tinggal mau dikibuli "
3208,"neutral","jempol apa jari kelingking panjang bet "
3209,"neutral","apa nya yng bsah mbaj"
3210,"neutral","initu kek macem video boyfriend use my make up challenge trs dw be like dowoon gatau ini apa tp disini ada kata lip jad "
3211,"neutral","seandainya smua temen2 di fbku tau apa yg aku dapatkan dari join bisnis nuamoorea ini pasti semua antri daftar member "
3212,"neutral","mereka berkata hai dzulkarnain sesungguhnya ya'juj dan ma'juj itu orang orang yang membuat kerusakan di muka bumi maka da "
3213,"neutral","justru fz hrs bertanggung jwb atas semua omongan yg asal mengo klo dia merasa tokoh gw tan "
3214,"neutral","anak yg bikin kagum zlatan ibrahimovic dan amerika ini adl malea emma tjandrawidjaja meski tumbuh di california tp arman "
3215,"neutral","apa hubungannya dengan rezim emangnya jokowi juga ngurus pintu mesjid pengurus mesjid istiqlal harus buatbk "
3216,"neutral","dibantu nya yuk jadi teman2 yg sekitaran jogja terutama ugm dan uny walopun kita gak butuh dilarisin ya dagangan mbahnya "
3217,"neutral","kamu pake aloe vera gel sing apa nature republik tuh berantakan habis dipake mau ditutup tapi yg botol isi "
3218,"neutral","setuju prof mungkin lebih baik dihentikan dulu kompetisinya sampai benarx semua club siap baik pemain financial dan "
3219,"neutral","semoga abang dan kakak kembali berbakti kepada keluarga dan yang baik2 saja buat keluarga anda"
3220,"neutral","empat tahun tak berhenti kampanye membandingkan dan menyalahkan masa lalu jelang pilpres mereka tak bisa bantah cap "
3221,"neutral","kpu mohon penjelasan mengapa mesti ditambahkan 0 didepan capres 01 vs o2 apa karena alasan metafisik ajaib tidak "
3222,"neutral","ingin tahu bagaimana heirarki struktur kepengurusan di pbnu ada penasehat atau mustasyar adayuriah atau pimpinan te "
3223,"neutral","golongan darahnya apa "
3224,"neutral","bukankah guan eng pernah kata beberapa kali bahawa cukaist hanya dikenakan pada pengilang sahaja dan bukan penggunaaya "
3225,"neutral","karena hari ini gue ultah terus mas jongdae juga tanggal 21 lalu ultah dan sekarang mas yixing balik ke korea gue mau ga ngeb "
3226,"neutral","edy rahmayadi ke atm atm apakah anda ingin melanjutkan transaksi lainnya edy apa urusan anda menanyakan itu "
3227,"neutral","pengawasan dan pemeriksaan di terminal bandaraultan thaha jambi kedatangan penumpang garuda ga 130 dari jakarta "
3228,"neutral","lanjut apa "
3229,"neutral","kalo ini gmna bun "
3230,"neutral","pak edy jadi service judge ngasih foul ke pemain saat service pemain pak kenapa service saya di foul pak pak edy apa "
3231,"neutral","sebelumnya berhenti bekerja sejak bulan apa ruhi"
3232,"neutral","hi mak saya merupakan cancer fighter lebih 25 tahun thyroid cancer esok merupakan hari penting bagi kami sekeluarga untuk t "
3233,"neutral","yasudah tidak apa apa kamu terlambat sedikit jangan kamu terus yang nunggu sekali kali biar orang lain halah "
3234,"neutral","ya benar orang bermoral akan membayar hutang ingat juga pemerintah amp pemimpin yang bermoral amp bermaruah tidak akan meng "
3235,"neutral","malaysian football league mfl mengucapkan takziah kepada keluarga mangsa daneluruh peminat bolasepak beriku "
3236,"neutral","kita sebagai suporter bisa saja memilih menjadi pembunuh suporter rival atau kita bisa menjadi tangan tangan baru min "
3237,"neutral","aku mau mengutip ini juga "
3238,"neutral","semenjak kapan pks dan hti mengusung islam rahmatan lil 'alamin "
3239,"neutral","selamat siang "
3240,"neutral","info jam tangan blue house adalah suvenir untuk tamu dari blue house dan acara luar negeri itu hanya diberikan ketika "
3241,"neutral","aku adalah angin yang akan memelukmu sepanjang kesedihan dan kegembiraan"
3242,"neutral","perkhidmatan astro dan njoi boleh disini nak pasang astro nak pasang njoi nak tambah channel nak p "
3243,"neutral","login terus sign up nanti isi data yg ada di form itu masukin nomer dan email kamu sebagai "
3244,"neutral","satu kesalahan yg masih ramai tak tahu charge phone overnight even kalau full charge 100 circuit akan cut "
